_id,title,text,query
<dbpedia:John_van_Melle>,John van Melle,"John van Melle (11 February 1887 – 8 November 1953) was the pen name of a Dutch-born South African author. His real name was Johannes van Melle.Van Melle was born in Goes.  He arrived in South Africa in 1906, and after a short sojourn in the Netherlands East Indies, settled in South Africa permanently in  1913.",when did john van milhe live
<dbpedia:Jan_and_Dean>,Jan and Dean,"Jan and Dean were an American rock and roll duo consisting of William Jan Berry (April 3, 1941 – March 26, 2004) and Dean Ormsby Torrence (born March 10, 1940). In the early 1960s, they were pioneers of the California Sound and vocal surf music styles popularized by the Beach Boys. Among their most successful songs was ""Surf City"", which topped US record charts in 1963, the first surf song to do so.",who is dean and jan berry
<dbpedia:Jacksonville_Jaguars>,Jacksonville Jaguars,"The Jacksonville Jaguars are an American professional football franchise based in Jacksonville, Florida.  They are members of the South Division of the American Football Conference (AFC) of the National Football League (NFL). Their home stadium is EverBank Field.The Jaguars and the Carolina Panthers became active NFL teams in 1995.",what state is the jacksonville jaguars in
<dbpedia:Joseph_Cotten>,Joseph Cotten,"Joseph Cheshire Cotten, Jr. (May 15, 1905 – February 6, 1994) was an American film, stage and television actor. Cotten achieved prominence on Broadway, starring in the original stage productions of The Philadelphia Story and Sabrina Fair. He first gained worldwide fame in the Orson Welles films Citizen Kane (1941), The Magnificent Ambersons (1942), and Journey into Fear (1943), for which Cotten was also credited with the screenplay.",who was joseph cotten
<dbpedia:John_A._Macdonald>,John A. Macdonald,"Sir John Alexander Macdonald GCB KCMG PC PC(Can) QC (11 January 1815 – 6 June 1891), was a Scottish-born Canadian politician and Father of Confederation who was the first Prime Minister of Canada (1867–1873, 1878–1891). The dominant figure of Canadian Confederation, he had a political career which spanned almost half a century.",who was john macdonald
<dbpedia:John_Maynard_Smith>,John Maynard Smith,"For other people named John Smith, see the John Smith navigation page John Maynard Smith FRS (6 January 1920 – 19 April 2004) was a British theoretical evolutionary biologist and geneticist. Originally an aeronautical engineer during the Second World War, he took a second degree in genetics under the well-known biologist J. B. S. Haldane.",who is john smith
<dbpedia:Joris_Ivens>,Joris Ivens,"Georg Henri Anton ""Joris"" Ivens (18 November 1898 – 28 June 1989) was a Dutch documentary filmmaker and communist.",who is jorus ivens?
<dbpedia:John_Milton>,John Milton,"John Milton (9 December 1608 – 8 November 1674) was an English poet, polemicist, man of letters, and a civil servant for the Commonwealth of England under Oliver Cromwell. He wrote at a time of religious flux and political upheaval, and is best known for his epic poem Paradise Lost (1667), written in blank verse.Milton's poetry and prose reflect deep personal convictions, a passion for freedom and self-determination, and the urgent issues and political turbulence of his day.",who was milton and how did he write paradise lost
<dbpedia:Jonah>,Jonah,"Jonah or Jonas (Hebrew: יוֹנָה, Modern Yona, Tiberian Yônā ; dove; Arabic: يونس‎ Yūnus, Yūnis or يونان Yūnān ; Latin: Ionas) is the name given in the Hebrew Bible (Tanakh/Old Testament) to a prophet of the northern kingdom of Israel in about the 8th century BC. He is the eponymous central character in the Book of Jonah, famous for being swallowed by a fish or a whale, depending on translation. The biblical story of Jonah is repeated, with a few notable differences, in the Qur'an.",what is the name of the hebrew prophet
<dbpedia:JUnit>,JUnit,JUnit is a unit testing framework for the Java programming language.,what is junit testing
<dbpedia:Jacopo_Amigoni>,Jacopo Amigoni,"Jacopo Amigoni (1682–1752), also named Giacomo Amiconi, was an Italian painter of the late-Baroque or Rococo period, who began his career in Venice, but traveled and was prolific throughout Europe, where his sumptuous portraits were much in demand.",when did giucomo amiconi die
<dbpedia:Josiah_Wedgwood>,Josiah Wedgwood,"Josiah Wedgwood (12 July 1730—3 January 1795) was an English potter who founded the Wedgwood company and is credited with the industrialisation of the manufacture of pottery. A prominent abolitionist, Wedgwood is remembered for his ""Am I Not a Man And a Brother?"" anti-slavery medallion. He was a member of the Darwin–Wedgwood family, and he was the grandfather of Charles and Emma Darwin.",what is the name of the person that invented pottery
<dbpedia:Jewish_eschatology>,Jewish eschatology,"Jewish eschatology is concerned with events that will happen in the end of days, according to the Hebrew Bible and Jewish thought.",what does eschatology means
<dbpedia:Johnny_Haynes>,Johnny Haynes,"John Norman ""Johnny"" Haynes (17 October 1934 – 18 October 2005) was an English footballer, best known for his 18 years at Fulham. An inside forward, Haynes is widely regarded as the greatest footballer ever to play for the London club, particularly noted for his exceptional passing skill and ability to read a game. An accomplished international, he made 56 appearances for his country, including 22 as captain (many of them while playing for Fulham in the Second Division).",when did johnny haynes die
<dbpedia:Joke>,Joke,"A joke uses words within a specific and well-defined narrative structure to make people laugh. It takes the form of a story, usually with dialogue, and ends in a punch line. It is in the punch line that the audience becomes aware that the story contains a second, conflicting meaning. This can be done using a pun or other word play, a logical incompatibility, nonsense or other means.",what is a joke in literature
<dbpedia:Jeepster_Records>,Jeepster Records,"Jeepster Records is a London, England-based independent record label, founded in 1995, and specialising in British indie and alternative bands, particularly Glasgow-based acts. It is most notable for its signing of Belle and Sebastian and Snow Patrol.",where is jeepster records
"<dbpedia:Joachim_III_Frederick,_Elector_of_Brandenburg>","Joachim III Frederick, Elector of Brandenburg","Joachim III Frederick (German: Joachim III. Friedrich) (27 January 1546 – 18 July 1608), of the House of Hohenzollern, was Prince-elector of the Margraviate of Brandenburg from 1598 until his death.",what was the name of the prince who became prince of the margrave of brandenburg
<dbpedia:Joseph_Campbell>,Joseph Campbell,"Joseph John Campbell (March 26, 1904 – October 30, 1987) was an American mythologist, writer and lecturer, best known for his work in comparative mythology and comparative religion.  His work covers many aspects of the human experience. His philosophy is often summarized by his phrase: ""Follow your bliss.""",what was joseph campbell known for
<dbpedia:Jean-François_Millet>,Jean-François Millet,"Jean-François Millet (French: [milɛ]; October 4, 1814 – January 20, 1875) was a French painter and one of the founders of the Barbizon school in rural France. Millet is noted for his scenes of peasant farmers; he can be categorized as part of the Realism art movement.",who was jean franz
"<dbpedia:John_Cicero,_Elector_of_Brandenburg>","John Cicero, Elector of Brandenburg","John II (German: Johann II.; 2 August 1455 – 9 January 1499) was Elector of Brandenburg from 1486 until his death, the fourth of the House of Hohenzollern. After his death he received the cognomen Cicero, after the Roman orator Cicero, but the elector's eloquence and interest in the arts is doubtful.",when did cicero die
"<dbpedia:John_Sigismund,_Elector_of_Brandenburg>","John Sigismund, Elector of Brandenburg",John Sigismund (German: Johann Sigismund) (8 November 1572 – 23 December 1619) was a Prince-elector of the Margraviate of Brandenburg from the House of Hohenzollern. He also served as a Duke of Prussia.,who is john sigismund?
<dbpedia:John_Masefield>,John Masefield,"John Edward Masefield, OM (/ˈmeɪsˌfiːld, ˈmeɪz-/; 1 June 1878 – 12 May 1967) was an English poet and writer, and Poet Laureate of the United Kingdom from 1930 until his death in 1967. He is remembered as the author of the classic children's novels The Midnight Folk and The Box of Delights, and poems, including ""The Everlasting Mercy"" and ""Sea-Fever"".",who was john masefield
<dbpedia:John_James_Audubon>,John James Audubon,"John James Audubon (April 26, 1785 – January 27, 1851), born Jean-Jacques Audubon, was an American ornithologist, naturalist, and painter. He was notable for his expansive studies to document all types of American birds and for his detailed illustrations that depicted the birds in their natural habitats. His major work, a color-plate book entitled The Birds of America (1827–1839), is considered one of the finest ornithological works ever completed. Audubon identified 25 new species.",who is audubon?
<dbpedia:Boulting_brothers>,Boulting brothers,"John Edward Boulting (21 December 1913 – 17 June 1985) and Roy Alfred Clarence Boulting (21 December 1913 – 5 November 2001), known collectively as the Boulting brothers, were English filmmakers and identical twins who became known for their popular series of satirical comedies in the 1950s and 1960s. They produced many of their films through their own production company, Charter Film Productions, which they set up in 1937.",when did boulting brothers live?
